job_id,title,career_cluster,company_name,region,city,salary,experience_level,education_required,technical_skills,soft_skills,preferred_traits,work_arrangement,company_size,industry_growth,posting_date,applications_received,job_views,save_rate,job_description
901,Operations Manager,Business,Company 901,Australia,Sydney,45968,Entry-level,High School,"Business Intelligence, Project Management, PowerBI, Microsoft Excel, Data Analysis","Teamwork, Adaptability","Visionary, People-oriented",Flexible,Small (51-200),Slow Growth,2025-03-19,474,2370,0.37,"This is a Entry-level Operations Manager position requiring expertise in Business Intelligence, Project Management, PowerBI, Microsoft Excel, Data Analysis. The ideal candidate should have strong Teamwork, Adaptability skills and be Visionary, People-oriented."
902,Astrophysicist,Science & Research,Company 902,Australia,Perth,202588,Executive,Master's Degree,"Python, MATLAB, Statistical Analysis, Data Analysis","Conflict Resolution, Teamwork","Task-oriented, Creative",Remote,Enterprise (10000+),Stable Growth,2025-04-04,301,2709,0.19,"This is a Executive Astrophysicist position requiring expertise in Python, MATLAB, Statistical Analysis, Data Analysis. The ideal candidate should have strong Conflict Resolution, Teamwork skills and be Task-oriented, Creative."
903,Chemist,Science & Research,Company 903,Australia,Sydney,338484,Executive,Certification,"Python, Statistical Analysis, Research Methods, Laboratory Techniques, Experimental Design, Scientific Writing","Creativity, Problem Solving, Adaptability, Time Management","Outgoing, Organized, Adaptable",On-site,Enterprise (10000+),Emerging Field,2025-03-15,137,822,0.39,"This is a Executive Chemist position requiring expertise in Python, Statistical Analysis, Research Methods, Laboratory Techniques, Experimental Design, Scientific Writing. The ideal candidate should have strong Creativity, Problem Solving, Adaptability, Time Management skills and be Outgoing, Organized, Adaptable."
904,UI/UX Designer,Technology,Company 904,Europe,Paris,372194,Executive,High School,"Node.js, TensorFlow, Python, PyTorch, CI/CD, C++","Adaptability, Attention to Detail","Risk-taker, Adaptable",Remote,Medium (201-1000),Stable Growth,2025-03-06,102,1122,0.14,"This is a Executive UI/UX Designer position requiring expertise in Node.js, TensorFlow, Python, PyTorch, CI/CD, C++. The ideal candidate should have strong Adaptability, Attention to Detail skills and be Risk-taker, Adaptable."
905,Biomedical Engineer,Healthcare,Company 905,Australia,Brisbane,188792,Manager,Associate's Degree,"Clinical Assessment, Medical Software, Medical Terminology, Laboratory Techniques, Patient Care, Healthcare Regulations","Attention to Detail, Conflict Resolution, Work Ethic","Organized, Analytical, Collaborative",Remote,Medium (201-1000),High Growth,2025-03-26,355,4260,0.18,"This is a Manager Biomedical Engineer position requiring expertise in Clinical Assessment, Medical Software, Medical Terminology, Laboratory Techniques, Patient Care, Healthcare Regulations. The ideal candidate should have strong Attention to Detail, Conflict Resolution, Work Ethic skills and be Organized, Analytical, Collaborative."
906,Educational Consultant,Education,Company 906,Europe,Paris,75547,Entry-level,Bachelor's Degree,"Educational Technology, Learning Management Systems, Online Course Development, Curriculum Development, Classroom Management","Communication, Time Management, Adaptability","Creative, People-oriented",Flexible,Startup (1-50),Emerging Field,2025-03-18,192,2496,0.36,"This is a Entry-level Educational Consultant position requiring expertise in Educational Technology, Learning Management Systems, Online Course Development, Curriculum Development, Classroom Management. The ideal candidate should have strong Communication, Time Management, Adaptability skills and be Creative, People-oriented."
907,School Counselor,Education,Company 907,Africa,Nairobi,143186,Senior,PhD,"Instructional Design, Educational Technology, Online Course Development, Assessment, Learning Management Systems, Classroom Management","Attention to Detail, Problem Solving, Negotiation, Leadership","Practical, Detail-oriented",Hybrid,Large (1000+),Slow Growth,2025-03-31,121,1089,0.39,"This is a Senior School Counselor position requiring expertise in Instructional Design, Educational Technology, Online Course Development, Assessment, Learning Management Systems, Classroom Management. The ideal candidate should have strong Attention to Detail, Problem Solving, Negotiation, Leadership skills and be Practical, Detail-oriented."
908,Curriculum Developer,Education,Company 908,Africa,Cape Town,195783,Director,Certification,"Online Course Development, Learning Management Systems, Instructional Design","Negotiation, Creativity, Adaptability, Leadership","Visionary, People-oriented",Hybrid,Startup (1-50),Moderate Growth,2025-04-04,102,510,0.06,"This is a Director Curriculum Developer position requiring expertise in Online Course Development, Learning Management Systems, Instructional Design. The ideal candidate should have strong Negotiation, Creativity, Adaptability, Leadership skills and be Visionary, People-oriented."
909,Physicist,Science & Research,Company 909,South America,Sao Paulo,280524,Executive,Certification,"MATLAB, Laboratory Techniques, Experimental Design, Scientific Instrumentation, Data Analysis","Interpersonal Skills, Leadership, Problem Solving","Task-oriented, Detail-oriented, Collaborative",On-site,Startup (1-50),Moderate Growth,2025-04-01,302,3020,0.14,"This is a Executive Physicist position requiring expertise in MATLAB, Laboratory Techniques, Experimental Design, Scientific Instrumentation, Data Analysis. The ideal candidate should have strong Interpersonal Skills, Leadership, Problem Solving skills and be Task-oriented, Detail-oriented, Collaborative."
910,Machine Learning Engineer,Technology,Company 910,North America,Seattle,113872,Mid-level,Associate's Degree,"C++, Git, Node.js","Emotional Intelligence, Self-Motivation, Attention to Detail","Visionary, Analytical, Risk-taker",Flexible,Medium (201-1000),Emerging Field,2025-03-26,303,3333,0.26,"This is a Mid-level Machine Learning Engineer position requiring expertise in C++, Git, Node.js. The ideal candidate should have strong Emotional Intelligence, Self-Motivation, Attention to Detail skills and be Visionary, Analytical, Risk-taker."
911,Game Developer,Creative Arts,Company 911,North America,Toronto,233911,Director,Associate's Degree,"Unity, Sketch, After Effects","Attention to Detail, Creativity, Conflict Resolution, Emotional Intelligence","Independent, Cautious, People-oriented",Hybrid,Enterprise (10000+),Stable Growth,2025-03-28,262,3144,0.26,"This is a Director Game Developer position requiring expertise in Unity, Sketch, After Effects. The ideal candidate should have strong Attention to Detail, Creativity, Conflict Resolution, Emotional Intelligence skills and be Independent, Cautious, People-oriented."
912,Animator,Creative Arts,Company 912,Australia,Melbourne,235545,Executive,PhD,"Blender, Unreal Engine, Illustrator, Unity","Teamwork, Time Management, Work Ethic, Leadership","Methodical, Adaptable",On-site,Medium (201-1000),Stable Growth,2025-03-18,225,2250,0.2,"This is a Executive Animator position requiring expertise in Blender, Unreal Engine, Illustrator, Unity. The ideal candidate should have strong Teamwork, Time Management, Work Ethic, Leadership skills and be Methodical, Adaptable."
913,Mobile Developer,Technology,Company 913,Europe,Berlin,97465,Mid-level,Certification,"Kubernetes, TensorFlow, Cloud Computing, Machine Learning, Node.js","Critical Thinking, Communication, Emotional Intelligence","Task-oriented, Cautious",On-site,Medium (201-1000),Stable Growth,2025-03-20,392,5488,0.31,"This is a Mid-level Mobile Developer position requiring expertise in Kubernetes, TensorFlow, Cloud Computing, Machine Learning, Node.js. The ideal candidate should have strong Critical Thinking, Communication, Emotional Intelligence skills and be Task-oriented, Cautious."
914,Human Resources Manager,Business,Company 914,Asia,Shanghai,40515,Entry-level,PhD,"Budgeting, PowerBI, Tableau","Communication, Teamwork","Outgoing, Creative",Hybrid,Medium (201-1000),Slow Growth,2025-03-13,397,4764,0.1,"This is a Entry-level Human Resources Manager position requiring expertise in Budgeting, PowerBI, Tableau. The ideal candidate should have strong Communication, Teamwork skills and be Outgoing, Creative."
915,Management Consultant,Business,Company 915,North America,Chicago,121667,Manager,PhD,"SQL, Data Analysis, Marketing","Conflict Resolution, Leadership, Interpersonal Skills","Detail-oriented, Outgoing",Hybrid,Medium (201-1000),Slow Growth,2025-03-07,182,1274,0.37,"This is a Manager Management Consultant position requiring expertise in SQL, Data Analysis, Marketing. The ideal candidate should have strong Conflict Resolution, Leadership, Interpersonal Skills skills and be Detail-oriented, Outgoing."
916,Laboratory Technician,Science & Research,Company 916,Australia,Brisbane,114153,Mid-level,High School,"Statistical Analysis, Scientific Writing, Experimental Design, Scientific Instrumentation","Work Ethic, Teamwork","Cautious, Creative",Flexible,Large (1000+),Moderate Growth,2025-04-01,116,1044,0.18,"This is a Mid-level Laboratory Technician position requiring expertise in Statistical Analysis, Scientific Writing, Experimental Design, Scientific Instrumentation. The ideal candidate should have strong Work Ethic, Teamwork skills and be Cautious, Creative."
917,Research Scientist,Science & Research,Company 917,North America,New York,349409,Executive,Certification,"Statistical Analysis, MATLAB, Research Methods, Python, Scientific Writing, Experimental Design","Adaptability, Problem Solving","Task-oriented, Practical",On-site,Small (51-200),High Growth,2025-03-16,427,4270,0.3,"This is a Executive Research Scientist position requiring expertise in Statistical Analysis, MATLAB, Research Methods, Python, Scientific Writing, Experimental Design. The ideal candidate should have strong Adaptability, Problem Solving skills and be Task-oriented, Practical."
918,Teacher,Education,Company 918,Africa,Cape Town,186652,Director,Master's Degree,"Instructional Design, Educational Technology, Curriculum Development","Communication, Adaptability","Analytical, Task-oriented, Collaborative",Flexible,Small (51-200),High Growth,2025-03-27,403,6045,0.2,"This is a Director Teacher position requiring expertise in Instructional Design, Educational Technology, Curriculum Development. The ideal candidate should have strong Communication, Adaptability skills and be Analytical, Task-oriented, Collaborative."
919,Cloud Architect,Technology,Company 919,Europe,Paris,71197,Entry-level,Master's Degree,"JavaScript, AWS, Docker","Work Ethic, Negotiation, Leadership, Creativity","Adaptable, Collaborative",Hybrid,Large (1000+),High Growth,2025-03-21,445,2225,0.36,"This is a Entry-level Cloud Architect position requiring expertise in JavaScript, AWS, Docker. The ideal candidate should have strong Work Ethic, Negotiation, Leadership, Creativity skills and be Adaptable, Collaborative."
920,Software Engineer,Technology,Company 920,Australia,Sydney,43702,Entry-level,Master's Degree,"React, JavaScript, Python, Cloud Computing, Git, PyTorch","Leadership, Conflict Resolution","Independent, Visionary",On-site,Enterprise (10000+),Stable Growth,2025-03-14,284,3976,0.19,"This is a Entry-level Software Engineer position requiring expertise in React, JavaScript, Python, Cloud Computing, Git, PyTorch. The ideal candidate should have strong Leadership, Conflict Resolution skills and be Independent, Visionary."
921,Teacher,Education,Company 921,Australia,Melbourne,46871,Entry-level,Associate's Degree,"Instructional Design, Online Course Development, Classroom Management","Conflict Resolution, Problem Solving, Critical Thinking","Creative, People-oriented",Flexible,Small (51-200),Moderate Growth,2025-03-24,75,1125,0.06,"This is a Entry-level Teacher position requiring expertise in Instructional Design, Online Course Development, Classroom Management. The ideal candidate should have strong Conflict Resolution, Problem Solving, Critical Thinking skills and be Creative, People-oriented."
922,Education Technology Specialist,Education,Company 922,North America,San Francisco,180684,Director,Certification,"Instructional Design, Classroom Management, Assessment, Learning Management Systems, Curriculum Development","Time Management, Emotional Intelligence, Conflict Resolution, Adaptability","People-oriented, Cautious",Hybrid,Large (1000+),Stable Growth,2025-03-23,203,2436,0.4,"This is a Director Education Technology Specialist position requiring expertise in Instructional Design, Classroom Management, Assessment, Learning Management Systems, Curriculum Development. The ideal candidate should have strong Time Management, Emotional Intelligence, Conflict Resolution, Adaptability skills and be People-oriented, Cautious."
923,Curriculum Developer,Education,Company 923,Europe,Amsterdam,153177,Senior,Associate's Degree,"Curriculum Development, Learning Management Systems, Educational Technology","Conflict Resolution, Creativity","Visionary, Organized, Independent",On-site,Medium (201-1000),Emerging Field,2025-03-09,388,3104,0.29,"This is a Senior Curriculum Developer position requiring expertise in Curriculum Development, Learning Management Systems, Educational Technology. The ideal candidate should have strong Conflict Resolution, Creativity skills and be Visionary, Organized, Independent."
924,Education Technology Specialist,Education,Company 924,Africa,Lagos,128630,Manager,PhD,"Curriculum Development, Assessment, Classroom Management","Interpersonal Skills, Negotiation, Time Management, Work Ethic","Innovative, Outgoing, Practical",Remote,Medium (201-1000),Stable Growth,2025-03-28,194,2716,0.32,"This is a Manager Education Technology Specialist position requiring expertise in Curriculum Development, Assessment, Classroom Management. The ideal candidate should have strong Interpersonal Skills, Negotiation, Time Management, Work Ethic skills and be Innovative, Outgoing, Practical."
925,DevOps Engineer,Technology,Company 925,North America,San Francisco,175858,Director,High School,"Machine Learning, Python, SQL, CI/CD, Node.js","Self-Motivation, Time Management","Detail-oriented, Independent",Flexible,Small (51-200),Stable Growth,2025-03-24,41,205,0.33,"This is a Director DevOps Engineer position requiring expertise in Machine Learning, Python, SQL, CI/CD, Node.js. The ideal candidate should have strong Self-Motivation, Time Management skills and be Detail-oriented, Independent."
926,Laboratory Technician,Science & Research,Company 926,Africa,Cape Town,168951,Senior,Certification,"R, Laboratory Techniques, Python","Emotional Intelligence, Work Ethic, Negotiation","Organized, Detail-oriented, Independent",Hybrid,Startup (1-50),High Growth,2025-03-27,264,3960,0.08,"This is a Senior Laboratory Technician position requiring expertise in R, Laboratory Techniques, Python. The ideal candidate should have strong Emotional Intelligence, Work Ethic, Negotiation skills and be Organized, Detail-oriented, Independent."
927,Physicist,Science & Research,Company 927,Australia,Sydney,42013,Entry-level,Master's Degree,"Scientific Writing, Data Analysis, Research Methods","Teamwork, Emotional Intelligence","Methodical, Cautious, Outgoing",Hybrid,Startup (1-50),Slow Growth,2025-03-11,249,1245,0.32,"This is a Entry-level Physicist position requiring expertise in Scientific Writing, Data Analysis, Research Methods. The ideal candidate should have strong Teamwork, Emotional Intelligence skills and be Methodical, Cautious, Outgoing."
928,Curriculum Developer,Education,Company 928,Asia,Shanghai,89498,Mid-level,PhD,"Online Course Development, Instructional Design, Classroom Management, Educational Technology","Self-Motivation, Leadership","Innovative, Cautious, Independent",On-site,Enterprise (10000+),Emerging Field,2025-03-16,216,1728,0.08,"This is a Mid-level Curriculum Developer position requiring expertise in Online Course Development, Instructional Design, Classroom Management, Educational Technology. The ideal candidate should have strong Self-Motivation, Leadership skills and be Innovative, Cautious, Independent."
929,Teacher,Education,Company 929,Australia,Melbourne,85382,Mid-level,Bachelor's Degree,"Online Course Development, Learning Management Systems, Classroom Management, Assessment, Curriculum Development","Communication, Attention to Detail, Conflict Resolution","Practical, Collaborative, Innovative",On-site,Small (51-200),Moderate Growth,2025-03-31,277,2493,0.34,"This is a Mid-level Teacher position requiring expertise in Online Course Development, Learning Management Systems, Classroom Management, Assessment, Curriculum Development. The ideal candidate should have strong Communication, Attention to Detail, Conflict Resolution skills and be Practical, Collaborative, Innovative."
930,Medical Technologist,Healthcare,Company 930,Africa,Lagos,114025,Mid-level,Associate's Degree,"Healthcare Regulations, Biology, Chemistry, Electronic Health Records, Patient Care, Clinical Assessment","Time Management, Creativity, Emotional Intelligence, Conflict Resolution","Visionary, Analytical, Adaptable",On-site,Medium (201-1000),Emerging Field,2025-03-17,164,1148,0.36,"This is a Mid-level Medical Technologist position requiring expertise in Healthcare Regulations, Biology, Chemistry, Electronic Health Records, Patient Care, Clinical Assessment. The ideal candidate should have strong Time Management, Creativity, Emotional Intelligence, Conflict Resolution skills and be Visionary, Analytical, Adaptable."
931,Physician,Healthcare,Company 931,Asia,Shanghai,239457,Director,Bachelor's Degree,"Chemistry, Patient Care, Electronic Health Records, Biology, Clinical Assessment, Laboratory Techniques","Work Ethic, Teamwork","Cautious, People-oriented, Risk-taker",Hybrid,Medium (201-1000),Moderate Growth,2025-03-16,428,3424,0.22,"This is a Director Physician position requiring expertise in Chemistry, Patient Care, Electronic Health Records, Biology, Clinical Assessment, Laboratory Techniques. The ideal candidate should have strong Work Ethic, Teamwork skills and be Cautious, People-oriented, Risk-taker."
932,Physician,Healthcare,Company 932,North America,Chicago,64428,Entry-level,Associate's Degree,"Biology, Electronic Health Records, Medical Software, Medical Terminology, Laboratory Techniques","Interpersonal Skills, Creativity, Communication","Task-oriented, Analytical, Adaptable",On-site,Enterprise (10000+),Stable Growth,2025-03-14,464,2320,0.2,"This is a Entry-level Physician position requiring expertise in Biology, Electronic Health Records, Medical Software, Medical Terminology, Laboratory Techniques. The ideal candidate should have strong Interpersonal Skills, Creativity, Communication skills and be Task-oriented, Analytical, Adaptable."
933,Graphic Designer,Creative Arts,Company 933,North America,Austin,118189,Mid-level,PhD,"Adobe Creative Suite, Unity, Unreal Engine, 3D Modeling, Color Theory, UI/UX","Emotional Intelligence, Work Ethic","Detail-oriented, Creative, Methodical",Remote,Startup (1-50),High Growth,2025-03-14,342,2394,0.2,"This is a Mid-level Graphic Designer position requiring expertise in Adobe Creative Suite, Unity, Unreal Engine, 3D Modeling, Color Theory, UI/UX. The ideal candidate should have strong Emotional Intelligence, Work Ethic skills and be Detail-oriented, Creative, Methodical."
934,Special Education Teacher,Education,Company 934,Europe,Berlin,245723,Executive,High School,"Curriculum Development, Classroom Management, Online Course Development, Educational Technology, Learning Management Systems","Creativity, Conflict Resolution, Adaptability","Task-oriented, Outgoing",Remote,Enterprise (10000+),Moderate Growth,2025-03-22,429,6435,0.3,"This is a Executive Special Education Teacher position requiring expertise in Curriculum Development, Classroom Management, Online Course Development, Educational Technology, Learning Management Systems. The ideal candidate should have strong Creativity, Conflict Resolution, Adaptability skills and be Task-oriented, Outgoing."
935,Laboratory Technician,Science & Research,Company 935,South America,Santiago,174639,Manager,High School,"MATLAB, Scientific Instrumentation, Data Analysis","Leadership, Time Management, Emotional Intelligence","Visionary, Adaptable, People-oriented",On-site,Enterprise (10000+),Emerging Field,2025-03-12,429,4719,0.23,"This is a Manager Laboratory Technician position requiring expertise in MATLAB, Scientific Instrumentation, Data Analysis. The ideal candidate should have strong Leadership, Time Management, Emotional Intelligence skills and be Visionary, Adaptable, People-oriented."
936,Curriculum Developer,Education,Company 936,Australia,Melbourne,245582,Director,Certification,"Classroom Management, Educational Technology, Instructional Design","Negotiation, Critical Thinking, Interpersonal Skills","Detail-oriented, Adaptable, Analytical",Hybrid,Small (51-200),Emerging Field,2025-03-11,406,6090,0.08,"This is a Director Curriculum Developer position requiring expertise in Classroom Management, Educational Technology, Instructional Design. The ideal candidate should have strong Negotiation, Critical Thinking, Interpersonal Skills skills and be Detail-oriented, Adaptable, Analytical."
937,Operations Manager,Business,Company 937,Europe,Berlin,392629,Executive,PhD,"Marketing, Microsoft Excel, Budgeting, Data Analysis","Attention to Detail, Work Ethic","Collaborative, Practical",On-site,Large (1000+),Emerging Field,2025-03-29,468,5616,0.28,"This is a Executive Operations Manager position requiring expertise in Marketing, Microsoft Excel, Budgeting, Data Analysis. The ideal candidate should have strong Attention to Detail, Work Ethic skills and be Collaborative, Practical."
938,Graphic Designer,Creative Arts,Company 938,Africa,Cairo,80718,Mid-level,Bachelor's Degree,"Color Theory, Unreal Engine, Typography","Self-Motivation, Conflict Resolution, Communication","Methodical, People-oriented",Remote,Medium (201-1000),Emerging Field,2025-03-12,160,960,0.13,"This is a Mid-level Graphic Designer position requiring expertise in Color Theory, Unreal Engine, Typography. The ideal candidate should have strong Self-Motivation, Conflict Resolution, Communication skills and be Methodical, People-oriented."
939,Curriculum Developer,Education,Company 939,Africa,Lagos,77777,Entry-level,Bachelor's Degree,"Learning Management Systems, Assessment, Online Course Development, Instructional Design","Emotional Intelligence, Leadership","Risk-taker, Visionary, Practical",Hybrid,Startup (1-50),Stable Growth,2025-03-18,97,1164,0.36,"This is a Entry-level Curriculum Developer position requiring expertise in Learning Management Systems, Assessment, Online Course Development, Instructional Design. The ideal candidate should have strong Emotional Intelligence, Leadership skills and be Risk-taker, Visionary, Practical."
940,Teacher,Education,Company 940,South America,Buenos Aires,234041,Director,Associate's Degree,"Online Course Development, Educational Technology, Learning Management Systems","Attention to Detail, Self-Motivation, Emotional Intelligence, Creativity","Methodical, Visionary, Risk-taker",Remote,Medium (201-1000),High Growth,2025-03-11,488,2440,0.24,"This is a Director Teacher position requiring expertise in Online Course Development, Educational Technology, Learning Management Systems. The ideal candidate should have strong Attention to Detail, Self-Motivation, Emotional Intelligence, Creativity skills and be Methodical, Visionary, Risk-taker."
941,Education Technology Specialist,Education,Company 941,Australia,Brisbane,175403,Manager,Bachelor's Degree,"Instructional Design, Assessment, Curriculum Development, Online Course Development","Conflict Resolution, Emotional Intelligence","Detail-oriented, Visionary",Flexible,Small (51-200),Stable Growth,2025-03-13,393,4323,0.38,"This is a Manager Education Technology Specialist position requiring expertise in Instructional Design, Assessment, Curriculum Development, Online Course Development. The ideal candidate should have strong Conflict Resolution, Emotional Intelligence skills and be Detail-oriented, Visionary."
942,Mobile Developer,Technology,Company 942,Africa,Lagos,41866,Entry-level,Master's Degree,"Java, SQL, Node.js, Cloud Computing","Attention to Detail, Work Ethic, Self-Motivation","Practical, Collaborative, Innovative",Flexible,Small (51-200),High Growth,2025-03-28,161,2415,0.3,"This is a Entry-level Mobile Developer position requiring expertise in Java, SQL, Node.js, Cloud Computing. The ideal candidate should have strong Attention to Detail, Work Ethic, Self-Motivation skills and be Practical, Collaborative, Innovative."
943,Healthcare Administrator,Healthcare,Company 943,Asia,Bangalore,112388,Senior,Master's Degree,"Biology, Medical Terminology, Medical Software, Electronic Health Records","Teamwork, Self-Motivation, Conflict Resolution, Work Ethic","Independent, Methodical",On-site,Small (51-200),Moderate Growth,2025-03-24,410,6150,0.17,"This is a Senior Healthcare Administrator position requiring expertise in Biology, Medical Terminology, Medical Software, Electronic Health Records. The ideal candidate should have strong Teamwork, Self-Motivation, Conflict Resolution, Work Ethic skills and be Independent, Methodical."
944,Research Scientist,Science & Research,Company 944,South America,Sao Paulo,203531,Director,Master's Degree,"Scientific Instrumentation, Laboratory Techniques, Statistical Analysis, Experimental Design, Python, Data Analysis","Attention to Detail, Adaptability, Interpersonal Skills, Self-Motivation","People-oriented, Detail-oriented",Flexible,Small (51-200),High Growth,2025-03-13,221,2873,0.39,"This is a Director Research Scientist position requiring expertise in Scientific Instrumentation, Laboratory Techniques, Statistical Analysis, Experimental Design, Python, Data Analysis. The ideal candidate should have strong Attention to Detail, Adaptability, Interpersonal Skills, Self-Motivation skills and be People-oriented, Detail-oriented."
945,Cloud Architect,Technology,Company 945,Australia,Sydney,136368,Senior,Bachelor's Degree,"AWS, Java, SQL","Communication, Leadership, Self-Motivation","Task-oriented, Risk-taker, People-oriented",Remote,Large (1000+),Slow Growth,2025-04-04,352,3520,0.23,"This is a Senior Cloud Architect position requiring expertise in AWS, Java, SQL. The ideal candidate should have strong Communication, Leadership, Self-Motivation skills and be Task-oriented, Risk-taker, People-oriented."
946,Financial Analyst,Business,Company 946,North America,Chicago,65361,Entry-level,Certification,"Project Management, Business Intelligence, Microsoft Excel, Budgeting, PowerBI, Marketing","Negotiation, Time Management, Attention to Detail, Teamwork","People-oriented, Creative",Remote,Small (51-200),High Growth,2025-04-04,159,1908,0.29,"This is a Entry-level Financial Analyst position requiring expertise in Project Management, Business Intelligence, Microsoft Excel, Budgeting, PowerBI, Marketing. The ideal candidate should have strong Negotiation, Time Management, Attention to Detail, Teamwork skills and be People-oriented, Creative."
947,Business Analyst,Business,Company 947,North America,San Francisco,110065,Senior,Certification,"Financial Modeling, Marketing, Google Analytics, Budgeting, Data Analysis","Emotional Intelligence, Creativity","Outgoing, Independent",On-site,Small (51-200),Slow Growth,2025-03-28,65,845,0.28,"This is a Senior Business Analyst position requiring expertise in Financial Modeling, Marketing, Google Analytics, Budgeting, Data Analysis. The ideal candidate should have strong Emotional Intelligence, Creativity skills and be Outgoing, Independent."
948,DevOps Engineer,Technology,Company 948,Asia,Singapore,92188,Mid-level,High School,"SQL, React, Kubernetes, Git, Java, Python","Time Management, Teamwork, Conflict Resolution","Detail-oriented, People-oriented, Cautious",Hybrid,Large (1000+),Emerging Field,2025-03-11,329,3619,0.19,"This is a Mid-level DevOps Engineer position requiring expertise in SQL, React, Kubernetes, Git, Java, Python. The ideal candidate should have strong Time Management, Teamwork, Conflict Resolution skills and be Detail-oriented, People-oriented, Cautious."
949,Product Manager,Business,Company 949,Europe,Amsterdam,41708,Entry-level,PhD,"Microsoft Excel, Google Analytics, Financial Modeling, CRM Software, Project Management, SQL","Attention to Detail, Communication, Adaptability, Self-Motivation","People-oriented, Methodical",Hybrid,Small (51-200),Moderate Growth,2025-03-16,436,3052,0.19,"This is a Entry-level Product Manager position requiring expertise in Microsoft Excel, Google Analytics, Financial Modeling, CRM Software, Project Management, SQL. The ideal candidate should have strong Attention to Detail, Communication, Adaptability, Self-Motivation skills and be People-oriented, Methodical."
950,Physicist,Science & Research,Company 950,South America,Lima,255420,Executive,PhD,"Statistical Analysis, Data Analysis, Python","Problem Solving, Adaptability","Analytical, Methodical, Visionary",Remote,Medium (201-1000),High Growth,2025-03-06,365,4745,0.35,"This is a Executive Physicist position requiring expertise in Statistical Analysis, Data Analysis, Python. The ideal candidate should have strong Problem Solving, Adaptability skills and be Analytical, Methodical, Visionary."
951,Software Engineer,Technology,Company 951,Africa,Cairo,171618,Manager,Master's Degree,"Cloud Computing, Node.js, C++, CI/CD, Git, Java","Creativity, Emotional Intelligence, Self-Motivation","Organized, People-oriented",Hybrid,Small (51-200),Slow Growth,2025-03-22,30,240,0.33,"This is a Manager Software Engineer position requiring expertise in Cloud Computing, Node.js, C++, CI/CD, Git, Java. The ideal candidate should have strong Creativity, Emotional Intelligence, Self-Motivation skills and be Organized, People-oriented."
952,Human Resources Manager,Business,Company 952,North America,Chicago,151338,Director,Associate's Degree,"Business Intelligence, Marketing, Financial Modeling, Microsoft Excel, PowerBI","Adaptability, Work Ethic, Teamwork, Emotional Intelligence","Creative, Methodical",Hybrid,Startup (1-50),Slow Growth,2025-03-11,408,5304,0.06,"This is a Director Human Resources Manager position requiring expertise in Business Intelligence, Marketing, Financial Modeling, Microsoft Excel, PowerBI. The ideal candidate should have strong Adaptability, Work Ethic, Teamwork, Emotional Intelligence skills and be Creative, Methodical."
953,Cybersecurity Analyst,Technology,Company 953,Asia,Shanghai,149219,Manager,High School,"Cloud Computing, Kubernetes, Java, TensorFlow, PyTorch, JavaScript","Self-Motivation, Time Management, Leadership, Critical Thinking","Innovative, Risk-taker, Methodical",Hybrid,Startup (1-50),Stable Growth,2025-03-11,26,260,0.26,"This is a Manager Cybersecurity Analyst position requiring expertise in Cloud Computing, Kubernetes, Java, TensorFlow, PyTorch, JavaScript. The ideal candidate should have strong Self-Motivation, Time Management, Leadership, Critical Thinking skills and be Innovative, Risk-taker, Methodical."
954,Medical Researcher,Healthcare,Company 954,South America,Sao Paulo,76284,Mid-level,Certification,"Medical Terminology, Biology, Electronic Health Records","Adaptability, Emotional Intelligence, Interpersonal Skills","Adaptable, Organized, Practical",Remote,Small (51-200),Emerging Field,2025-04-04,57,285,0.3,"This is a Mid-level Medical Researcher position requiring expertise in Medical Terminology, Biology, Electronic Health Records. The ideal candidate should have strong Adaptability, Emotional Intelligence, Interpersonal Skills skills and be Adaptable, Organized, Practical."
955,Machine Learning Engineer,Technology,Company 955,South America,Buenos Aires,227366,Executive,Certification,"Node.js, Python, PyTorch, Machine Learning","Adaptability, Leadership","Task-oriented, Cautious, Outgoing",Remote,Startup (1-50),Stable Growth,2025-03-27,408,2040,0.07,"This is a Executive Machine Learning Engineer position requiring expertise in Node.js, Python, PyTorch, Machine Learning. The ideal candidate should have strong Adaptability, Leadership skills and be Task-oriented, Cautious, Outgoing."
956,Astrophysicist,Science & Research,Company 956,North America,New York,276232,Executive,Bachelor's Degree,"Python, Scientific Instrumentation, MATLAB","Time Management, Leadership","Methodical, Creative, Detail-oriented",Flexible,Small (51-200),High Growth,2025-03-06,342,5130,0.18,"This is a Executive Astrophysicist position requiring expertise in Python, Scientific Instrumentation, MATLAB. The ideal candidate should have strong Time Management, Leadership skills and be Methodical, Creative, Detail-oriented."
957,Special Education Teacher,Education,Company 957,Europe,Dublin,256574,Executive,High School,"Learning Management Systems, Educational Technology, Curriculum Development, Assessment","Self-Motivation, Emotional Intelligence","Adaptable, Detail-oriented, Organized",Flexible,Medium (201-1000),Slow Growth,2025-03-15,95,665,0.25,"This is a Executive Special Education Teacher position requiring expertise in Learning Management Systems, Educational Technology, Curriculum Development, Assessment. The ideal candidate should have strong Self-Motivation, Emotional Intelligence skills and be Adaptable, Detail-oriented, Organized."
